gene	tissues	num_features	features_size	regulator_overlapping	regulator_closest	regulator_closest_distance	tissues_WIDE	num_features_WIDE	features_size_WIDE	regulator_overlapping_WIDE	regulator_closest_WIDE	regulator_closest_distance_WIDE	num_features_ALL	features_size_ALL	regulator_overlapping_ALL	regulator_closest_ALL	regulator_closest_distance_ALL
chr11	17409772	KCNJ11	pancreas (CHR_E, CHR_S, ENH_F, ENH_S, PR_F, PR_S)	76	34342	None	chr11:17410321-17411422	550	neuron (ENH_F, PR_F);pancreas (CHR_E, CHR_S, ENH_F, ENH_S, PR_F, PR_S);brain (CHR_E, CHR_S, ENH_F, PR_F, PR_S);body of pancreas (CHR_E, CHR_S, ENH_E, ENH_S, PR_S);endocrine pancreas (ENH_S, PR_S)	701	197079	None	chr11:17409382-17409532	240	1293	631895	chr11:17403352-17411966	chr11:17403352-17411966	0
chr12	121416444	HNF1A	hepatocyte (CHR_E, ENH_F, PR_F)	58	9540	None	chr12:121416140-121416360	84	right lobe of liver (CHR_E, CHR_S, ENH_E, ENH_S, PR_S);hepatocyte (CHR_E, ENH_F, PR_F);right kidney (CHR_E, CHR_S);liver (CHR_E, ENH_E, ENH_F, ENH_S, PR_F, PR_S);pancreas (CHR_E, CHR_S, ENH_F, ENH_S, PR_F, PR_S);left kidney (CHR_E, CHR_S);body of pancreas (CHR_E, CHR_S, ENH_E, ENH_S, PR_S);endocrine pancreas (ENH_S, PR_S);kidney (CHR_E, CHR_S, ENH_F, PR_F, PR_S)	567	221315	chr12:121415882-121416924	chr12:121415882-121416924	0	1328	616757	chr12:121415442-121419892	chr12:121415442-121419892	0
chr12	121416446	HNF1A	hepatocyte (CHR_E, ENH_F, PR_F)	58	9540	None	chr12:121416140-121416360	86	right lobe of liver (CHR_E, CHR_S, ENH_E, ENH_S, PR_S);hepatocyte (CHR_E, ENH_F, PR_F);right kidney (CHR_E, CHR_S);liver (CHR_E, ENH_E, ENH_F, ENH_S, PR_F, PR_S);pancreas (CHR_E, CHR_S, ENH_F, ENH_S, PR_F, PR_S);left kidney (CHR_E, CHR_S);body of pancreas (CHR_E, CHR_S, ENH_E, ENH_S, PR_S);endocrine pancreas (ENH_S, PR_S);kidney (CHR_E, CHR_S, ENH_F, PR_F, PR_S)	567	221315	chr12:121415882-121416924	chr12:121415882-121416924	0	1328	616757	chr12:121415442-121419892	chr12:121415442-121419892	0
chr12	121416448	HNF1A	hepatocyte (CHR_E, ENH_F, PR_F)	58	9540	None	chr12:121416140-121416360	88	right lobe of liver (CHR_E, CHR_S, ENH_E, ENH_S, PR_S);hepatocyte (CHR_E, ENH_F, PR_F);right kidney (CHR_E, CHR_S);liver (CHR_E, ENH_E, ENH_F, ENH_S, PR_F, PR_S);pancreas (CHR_E, CHR_S, ENH_F, ENH_S, PR_F, PR_S);left kidney (CHR_E, CHR_S);body of pancreas (CHR_E, CHR_S, ENH_E, ENH_S, PR_S);endocrine pancreas (ENH_S, PR_S);kidney (CHR_E, CHR_S, ENH_F, PR_F, PR_S)	567	221315	chr12:121415882-121416924	chr12:121415882-121416924	0	1328	616757	chr12:121415442-121419892	chr12:121415442-121419892	0
chr13	60738072	DIAPH3	peripheral blood mononuclear cell (ENH_S, PR_S)	11	4443	chr13:60737772-60738435	chr13:60737772-60738435	0	peripheral blood mononuclear cell (ENH_S, PR_S)	11	4443	chr13:60737772-60738435	chr13:60737772-60738435	0	1494	470446	chr13:60735915-60740519	chr13:60735915-60740519	0
chr13	113760124	F7	liver (CHR_E, ENH_E, ENH_F, ENH_S, PR_F, PR_S)	254	99710	chr13:113759817-113760385	chr13:113759817-113760385	0	right lobe of liver (CHR_E, CHR_S, ENH_E, ENH_S, PR_S);liver (CHR_E, ENH_E, ENH_F, ENH_S, PR_F, PR_S);hepatocyte (CHR_E, ENH_F, PR_F)	515	156425	chr13:113759817-113760680	chr13:113759817-113760680	0	1062	800445	chr13:113759485-113760680	chr13:113759485-113760680	0
chr18	77748580	TXNL4A	kidney embryonic (CHR_S, PR_S)	104	56184	chr18:77747747-77749352	chr18:77747747-77749352	0	mesenchymal cell (ENH_F, PR_F);kidney embryonic (CHR_S, PR_S)	106	57119	chr18:77747747-77749352	chr18:77747747-77749352	0	774	585194	chr18:77747292-77749805	chr18:77747292-77749805	0
chr19	11200073	LDLR	liver (CHR_E, ENH_E, ENH_F, ENH_S, PR_F, PR_S)	301	155778	chr19:11199078-11202067	chr19:11199078-11202067	0	right lobe of liver (CHR_E, CHR_S, ENH_E, ENH_S, PR_S);hepatocyte (CHR_E, ENH_F, PR_F);liver (CHR_E, ENH_E, ENH_F, ENH_S, PR_F, PR_S);bronchial epithelial cell (CHR_E, CHR_S, PR_F, PR_S);adrenal gland (CHR_E, CHR_S, ENH_E, ENH_S, PR_F, PR_S)	753	292152	chr19:11199078-11202067	chr19:11199078-11202067	0	983	677677	chr19:11198397-11206744	chr19:11198397-11206744	0
chr19	11200087	LDLR	liver (CHR_E, ENH_E, ENH_F, ENH_S, PR_F, PR_S)	301	155778	chr19:11199078-11202067	chr19:11199078-11202067	0	right lobe of liver (CHR_E, CHR_S, ENH_E, ENH_S, PR_S);hepatocyte (CHR_E, ENH_F, PR_F);liver (CHR_E, ENH_E, ENH_F, ENH_S, PR_F, PR_S);bronchial epithelial cell (CHR_E, CHR_S, PR_F, PR_S);adrenal gland (CHR_E, CHR_S, ENH_E, ENH_S, PR_F, PR_S)	753	292152	chr19:11199078-11202067	chr19:11199078-11202067	0	983	677677	chr19:11198397-11206744	chr19:11198397-11206744	0
chr19	11200089	LDLR	liver (CHR_E, ENH_E, ENH_F, ENH_S, PR_F, PR_S)	301	155778	chr19:11199078-11202067	chr19:11199078-11202067	0	right lobe of liver (CHR_E, CHR_S, ENH_E, ENH_S, PR_S);hepatocyte (CHR_E, ENH_F, PR_F);liver (CHR_E, ENH_E, ENH_F, ENH_S, PR_F, PR_S);bronchial epithelial cell (CHR_E, CHR_S, PR_F, PR_S);adrenal gland (CHR_E, CHR_S, ENH_E, ENH_S, PR_F, PR_S)	753	292152	chr19:11199078-11202067	chr19:11199078-11202067	0	983	677677	chr19:11198397-11206744	chr19:11198397-11206744	0
chrX	70443099	GJB1	liver (CHR_E, ENH_E, ENH_F, ENH_S, PR_F, PR_S)	97	47047	chrX:70442401-70443516	chrX:70442401-70443516	0	right lobe of liver (CHR_E, CHR_S, ENH_E, ENH_S, PR_S);hepatocyte (CHR_E, ENH_F, PR_F);liver (CHR_E, ENH_E, ENH_F, ENH_S, PR_F, PR_S);neuron (ENH_F, PR_F)	109	51240	chrX:70442401-70443516	chrX:70442401-70443516	0	1321	449474	chrX:70442395-70443543	chrX:70442395-70443543	0
chrX	70443185	GJB1	liver (CHR_E, ENH_E, ENH_F, ENH_S, PR_F, PR_S)	97	47047	chrX:70442401-70443516	chrX:70442401-70443516	0	right lobe of liver (CHR_E, CHR_S, ENH_E, ENH_S, PR_S);hepatocyte (CHR_E, ENH_F, PR_F);liver (CHR_E, ENH_E, ENH_F, ENH_S, PR_F, PR_S);neuron (ENH_F, PR_F)	109	51240	chrX:70442401-70443516	chrX:70442401-70443516	0	1321	449474	chrX:70442395-70443543	chrX:70442395-70443543	0
