gene	tissues	num_features	features_size	regulator_overlapping	regulator_closest	regulator_closest_distance	tissues_WIDE	num_features_WIDE	features_size_WIDE	regulator_overlapping_WIDE	regulator_closest_WIDE	regulator_closest_distance_WIDE	num_features_ALL	features_size_ALL	regulator_overlapping_ALL	regulator_closest_ALL	regulator_closest_distance_ALL
chr10	71075518	HK1	erythroblast (ENH_E)	19	13285	chr10:71075199-71075891	chr10:71075199-71075891	0	erythroblast (ENH_E);brain (CHR_E, CHR_S, ENH_F, PR_F, PR_S);neuron (ENH_F, PR_F)	216	88342	chr10:71075199-71075891	chr10:71075199-71075891	0	1414	667212	chr10:71074631-71076699	chr10:71074631-71076699	0
chr13	52585683	ATP7B	liver (CHR_E, ENH_E, ENH_F, ENH_S, PR_F, PR_S)	119	79222	chr13:52585084-52586829	chr13:52585084-52586829	0	liver (CHR_E, ENH_E, ENH_F, ENH_S, PR_F, PR_S);right lobe of liver (CHR_E, CHR_S, ENH_E, ENH_S, PR_S);brain (CHR_E, CHR_S, ENH_F, PR_F, PR_S);left kidney (CHR_E, CHR_S);kidney (CHR_E, CHR_S, ENH_F, PR_F, PR_S);right kidney (CHR_E, CHR_S)	471	180270	chr13:52585084-52587121	chr13:52585084-52587121	0	1204	534744	chr13:52584571-52587330	chr13:52584571-52587330	0
chr14	73603081	PSEN1	heart (CHR_E, CHR_S, ENH_F, PR_F, PR_S)	256	100715	chr14:73602751-73604090	chr14:73602751-73604090	0	heart left ventricle (CHR_E, CHR_S, ENH_E, PR_F, PR_S);heart right ventricle (CHR_E, ENH_S, PR_S);heart (CHR_E, CHR_S, ENH_F, PR_F, PR_S);heart embryonic (CHR_S, PR_S);brain (CHR_E, CHR_S, ENH_F, PR_F, PR_S);neuron (ENH_F, PR_F)	462	166019	chr14:73602598-73604688	chr14:73602598-73604688	0	1404	611662	chr14:73602250-73604809	chr14:73602250-73604809	0
chr16	56995796	CETP	liver (CHR_E, ENH_E, ENH_F, ENH_S, PR_F, PR_S)	202	125822	chr16:56994920-56996322	chr16:56994920-56996322	0	liver (CHR_E, ENH_E, ENH_F, ENH_S, PR_F, PR_S);right lobe of liver (CHR_E, CHR_S, ENH_E, ENH_S, PR_S);hepatocyte (CHR_E, ENH_F, PR_F)	272	144599	chr16:56994920-56996322	chr16:56994920-56996322	0	1229	706125	chr16:56994314-56996517	chr16:56994314-56996517	0
chr17	3539712	CTNS	kidney (CHR_E, CHR_S, ENH_F, PR_F, PR_S)	245	83109	chr17:3539374-3540116	chr17:3539374-3540116	0	thyroid gland (CHR_E, CHR_S, ENH_E, ENH_F, ENH_S, PR_F, PR_S);brain (CHR_E, CHR_S, ENH_F, PR_F, PR_S);kidney (CHR_E, CHR_S, ENH_F, PR_F, PR_S)	383	125829	chr17:3538798-3540575	chr17:3538798-3540575	0	1213	584671	chr17:3537834-3540788	chr17:3537834-3540788	0
chr17	3539720	CTNS	kidney (CHR_E, CHR_S, ENH_F, PR_F, PR_S)	245	83109	chr17:3539374-3540116	chr17:3539374-3540116	0	thyroid gland (CHR_E, CHR_S, ENH_E, ENH_F, ENH_S, PR_F, PR_S);brain (CHR_E, CHR_S, ENH_F, PR_F, PR_S);kidney (CHR_E, CHR_S, ENH_F, PR_F, PR_S)	383	125829	chr17:3538798-3540575	chr17:3538798-3540575	0	1213	584671	chr17:3537834-3540788	chr17:3537834-3540788	0
chr17	4806453	CHRNE	skeletal muscle tissue (ENH_F, ENH_S, PR_F, PR_S)	113	48245	chr17:4806293-4807188	chr17:4806293-4807188	0	skeletal muscle cell (CHR_E, ENH_F, PR_F, PR_S);skeletal muscle myoblast (CHR_E, ENH_E, ENH_S, PR_F, PR_S);smooth muscle tissue (ENH_F, PR_F);psoas muscle (CHR_E, ENH_S, PR_S);hindlimb muscle (CHR_E, CHR_S, PR_F);muscle of back (CHR_E, CHR_S);forelimb muscle (CHR_E, CHR_S);skeletal muscle tissue (ENH_F, ENH_S, PR_F, PR_S);muscle of leg (CHR_E, CHR_S, ENH_S, PR_F, PR_S);muscle of trunk (CHR_E, CHR_S, ENH_S, PR_S);muscle of arm (CHR_E, CHR_S)	786	240893	chr17:4806293-4807188	chr17:4806293-4807188	0	1062	646253	chr17:4791898-4807685	chr17:4791898-4807685	0
chr17	4806454	CHRNE	skeletal muscle tissue (ENH_F, ENH_S, PR_F, PR_S)	113	48245	chr17:4806293-4807188	chr17:4806293-4807188	0	skeletal muscle cell (CHR_E, ENH_F, PR_F, PR_S);skeletal muscle myoblast (CHR_E, ENH_E, ENH_S, PR_F, PR_S);smooth muscle tissue (ENH_F, PR_F);psoas muscle (CHR_E, ENH_S, PR_S);hindlimb muscle (CHR_E, CHR_S, PR_F);muscle of back (CHR_E, CHR_S);forelimb muscle (CHR_E, CHR_S);skeletal muscle tissue (ENH_F, ENH_S, PR_F, PR_S);muscle of leg (CHR_E, CHR_S, ENH_S, PR_F, PR_S);muscle of trunk (CHR_E, CHR_S, ENH_S, PR_S);muscle of arm (CHR_E, CHR_S)	786	240893	chr17:4806293-4807188	chr17:4806293-4807188	0	1062	646253	chr17:4791898-4807685	chr17:4791898-4807685	0
chr19	45449218	APOC2	liver (CHR_E, ENH_E, ENH_F, ENH_S, PR_F, PR_S)	279	157330	chr19:45448639-45449775	chr19:45448639-45449775	0	liver (CHR_E, ENH_E, ENH_F, ENH_S, PR_F, PR_S);right lobe of liver (CHR_E, CHR_S, ENH_E, ENH_S, PR_S);hepatocyte (CHR_E, ENH_F, PR_F);hepatic stellate cell (ENH_F, PR_F)	435	193399	chr19:45448639-45449775	chr19:45448639-45449775	0	1080	675319	chr19:45447849-45449775	chr19:45447849-45449775	0
chr2	234668851	UGT1A1	liver (CHR_E, ENH_E, ENH_F, ENH_S, PR_F, PR_S)	225	106848	chr2:234668556-234669718	chr2:234668556-234669718	0	liver (CHR_E, ENH_E, ENH_F, ENH_S, PR_F, PR_S);hepatocyte (CHR_E, ENH_F, PR_F)	232	108531	chr2:234668556-234669718	chr2:234668556-234669718	0	1237	622953	chr2:234668075-234669718	chr2:234668075-234669718	0
chr2	47630106	MSH2	sigmoid colon (CHR_S, ENH_E, ENH_S, PR_S)	109	60280	chr2:47629602-47630514	chr2:47629602-47630514	0	colonic mucosa (ENH_S, PR_S);uterus (CHR_E, CHR_S, ENH_E, ENH_F, PR_F);transverse colon (CHR_E, CHR_S, ENH_E);uterine smooth muscle cell (ENH_F, PR_F);sigmoid colon (CHR_S, ENH_E, ENH_S, PR_S)	270	141749	chr2:47629602-47631417	chr2:47629602-47631417	0	1346	667285	chr2:47628558-47631927	chr2:47628558-47631927	0
chr3	169482906	TERC	stromal cell of bone marrow (CHR_E, CHR_S)	50	28949	chr3:169482001-169483429	chr3:169482001-169483429	0	stromal cell of bone marrow (CHR_E, CHR_S)	50	28949	chr3:169482001-169483429	chr3:169482001-169483429	0	1151	466087	chr3:169480373-169483483	chr3:169480373-169483483	0
chr3	169482947	TERC	stromal cell of bone marrow (CHR_E, CHR_S)	50	28949	chr3:169482001-169483429	chr3:169482001-169483429	0	stromal cell of bone marrow (CHR_E, CHR_S)	50	28949	chr3:169482001-169483429	chr3:169482001-169483429	0	1151	466087	chr3:169480373-169483483	chr3:169480373-169483483	0
chr6	118869382	PLN	heart (CHR_E, CHR_S, ENH_F, PR_F, PR_S)	238	97055	chr6:118869250-118869598	chr6:118869250-118869598	0	heart left ventricle (CHR_E, CHR_S, ENH_E, PR_F, PR_S);skeletal muscle cell (CHR_E, ENH_F, PR_F, PR_S);heart right ventricle (CHR_E, ENH_S, PR_S);heart (CHR_E, CHR_S, ENH_F, PR_F, PR_S);skeletal muscle tissue (ENH_F, ENH_S, PR_F, PR_S)	386	138283	chr6:118869250-118869620	chr6:118869250-118869620	0	1225	469630	chr6:118868683-118870885	chr6:118868683-118870885	0
chr7	117119923	CFTR	lung (CHR_E, CHR_S, ENH_F, ENH_S, PR_F, PR_S)	212	75727	chr7:117118531-117120609	chr7:117118531-117120609	0	colonic mucosa (ENH_S, PR_S);lung (CHR_E, CHR_S, ENH_F, ENH_S, PR_F, PR_S);respiratory epithelial cell (ENH_F, PR_F);tracheal epithelial cell (PR_F);liver (CHR_E, ENH_E, ENH_F, ENH_S, PR_F, PR_S);pancreas (CHR_E, CHR_S, ENH_F, ENH_S, PR_F, PR_S);intestinal epithelial cell (ENH_F, PR_F)	332	118465	chr7:117118251-117120609	chr7:117118251-117120609	0	1269	508869	chr7:117117934-117120646	chr7:117117934-117120646	0
chr7	117119984	CFTR	lung (CHR_E, CHR_S, ENH_F, ENH_S, PR_F, PR_S)	212	75727	chr7:117118531-117120609	chr7:117118531-117120609	0	colonic mucosa (ENH_S, PR_S);lung (CHR_E, CHR_S, ENH_F, ENH_S, PR_F, PR_S);respiratory epithelial cell (ENH_F, PR_F);tracheal epithelial cell (PR_F);liver (CHR_E, ENH_E, ENH_F, ENH_S, PR_F, PR_S);pancreas (CHR_E, CHR_S, ENH_F, ENH_S, PR_F, PR_S);intestinal epithelial cell (ENH_F, PR_F)	332	118465	chr7:117118251-117120609	chr7:117118251-117120609	0	1269	508869	chr7:117117934-117120646	chr7:117117934-117120646	0
chr7	31003560	GHRHR	brain (CHR_E, CHR_S, ENH_F, PR_F, PR_S)	279	105611	chr7:31003360-31003641	chr7:31003360-31003641	0	brain (CHR_E, CHR_S, ENH_F, PR_F, PR_S)	279	105611	chr7:31003360-31003641	chr7:31003360-31003641	0	1265	610152	chr7:31002190-31006342	chr7:31002190-31006342	0
chr8	41655164	ANK1	erythroblast (ENH_E)	26	17430	chr8:41654850-41655526	chr8:41654850-41655526	0	erythroblast (ENH_E)	26	17430	chr8:41654850-41655526	chr8:41654850-41655526	0	1587	826324	chr8:41653034-41657665	chr8:41653034-41657665	0
chr9	35658032	RMRP	liver (CHR_E, ENH_E, ENH_F, ENH_S, PR_F, PR_S)	182	107196	chr9:35657224-35659234	chr9:35657224-35659234	0	kidney embryonic (CHR_S, PR_S);liver (CHR_E, ENH_E, ENH_F, ENH_S, PR_F, PR_S);hepatocyte (CHR_E, ENH_F, PR_F)	235	140733	chr9:35657224-35659234	chr9:35657224-35659234	0	1194	624777	chr9:35655512-35659967	chr9:35655512-35659967	0
chrX	138612869	F9	liver (CHR_E, ENH_E, ENH_F, ENH_S, PR_F, PR_S)	64	36326	chrX:138612605-138613590	chrX:138612605-138613590	0	liver (CHR_E, ENH_E, ENH_F, ENH_S, PR_F, PR_S);right lobe of liver (CHR_E, CHR_S, ENH_E, ENH_S, PR_S);hepatocyte (CHR_E, ENH_F, PR_F)	73	38640	chrX:138612605-138613590	chrX:138612605-138613590	0	1630	499701	chrX:138612484-138613607	chrX:138612484-138613607	0
chrX	138612871	F9	liver (CHR_E, ENH_E, ENH_F, ENH_S, PR_F, PR_S)	64	36326	chrX:138612605-138613590	chrX:138612605-138613590	0	liver (CHR_E, ENH_E, ENH_F, ENH_S, PR_F, PR_S);right lobe of liver (CHR_E, CHR_S, ENH_E, ENH_S, PR_S);hepatocyte (CHR_E, ENH_F, PR_F)	73	38640	chrX:138612605-138613590	chrX:138612605-138613590	0	1630	499701	chrX:138612484-138613607	chrX:138612484-138613607	0
chrX	138612872	F9	liver (CHR_E, ENH_E, ENH_F, ENH_S, PR_F, PR_S)	64	36326	chrX:138612605-138613590	chrX:138612605-138613590	0	liver (CHR_E, ENH_E, ENH_F, ENH_S, PR_F, PR_S);right lobe of liver (CHR_E, CHR_S, ENH_E, ENH_S, PR_S);hepatocyte (CHR_E, ENH_F, PR_F)	73	38640	chrX:138612605-138613590	chrX:138612605-138613590	0	1630	499701	chrX:138612484-138613607	chrX:138612484-138613607	0
chrX	138612874	F9	liver (CHR_E, ENH_E, ENH_F, ENH_S, PR_F, PR_S)	64	36326	chrX:138612605-138613590	chrX:138612605-138613590	0	liver (CHR_E, ENH_E, ENH_F, ENH_S, PR_F, PR_S);right lobe of liver (CHR_E, CHR_S, ENH_E, ENH_S, PR_S);hepatocyte (CHR_E, ENH_F, PR_F)	73	38640	chrX:138612605-138613590	chrX:138612605-138613590	0	1630	499701	chrX:138612484-138613607	chrX:138612484-138613607	0
chrX	138612875	F9	liver (CHR_E, ENH_E, ENH_F, ENH_S, PR_F, PR_S)	64	36326	chrX:138612605-138613590	chrX:138612605-138613590	0	liver (CHR_E, ENH_E, ENH_F, ENH_S, PR_F, PR_S);right lobe of liver (CHR_E, CHR_S, ENH_E, ENH_S, PR_S);hepatocyte (CHR_E, ENH_F, PR_F)	73	38640	chrX:138612605-138613590	chrX:138612605-138613590	0	1630	499701	chrX:138612484-138613607	chrX:138612484-138613607	0
chrX	138612876	F9	liver (CHR_E, ENH_E, ENH_F, ENH_S, PR_F, PR_S)	64	36326	chrX:138612605-138613590	chrX:138612605-138613590	0	liver (CHR_E, ENH_E, ENH_F, ENH_S, PR_F, PR_S);right lobe of liver (CHR_E, CHR_S, ENH_E, ENH_S, PR_S);hepatocyte (CHR_E, ENH_F, PR_F)	73	38640	chrX:138612605-138613590	chrX:138612605-138613590	0	1630	499701	chrX:138612484-138613607	chrX:138612484-138613607	0
chrX	146993405	FMR1	astrocyte (CHR_E, CHR_S, ENH_E, ENH_F, ENH_S, PR_F, PR_S)	909	175693	chrX:146993140-146993563	chrX:146993140-146993563	0	midbrain (CHR_S);astrocyte (CHR_E, CHR_S, ENH_E, ENH_F, ENH_S, PR_F, PR_S);astrocyte of the hippocampus (CHR_E);astrocyte of the cerebellum (CHR_E, PR_F, PR_S);neurosphere (PR_S);astrocyte of the spinal cord (CHR_E, ENH_E, PR_S);brain (CHR_E, CHR_S, ENH_F, PR_F, PR_S);neuronal stem cell (ENH_F, PR_F);neuron (ENH_F, PR_F)	1010	208450	chrX:146993140-146994427	chrX:146993140-146994427	0	1676	480429	chrX:146991935-146996054	chrX:146991935-146996054	0
chrX	146993444	FMR1	astrocyte (CHR_E, CHR_S, ENH_E, ENH_F, ENH_S, PR_F, PR_S)	909	175693	chrX:146993140-146993563	chrX:146993140-146993563	0	midbrain (CHR_S);astrocyte (CHR_E, CHR_S, ENH_E, ENH_F, ENH_S, PR_F, PR_S);astrocyte of the hippocampus (CHR_E);astrocyte of the cerebellum (CHR_E, PR_F, PR_S);neurosphere (PR_S);astrocyte of the spinal cord (CHR_E, ENH_E, PR_S);brain (CHR_E, CHR_S, ENH_F, PR_F, PR_S);neuronal stem cell (ENH_F, PR_F);neuron (ENH_F, PR_F)	1010	208450	chrX:146993140-146994427	chrX:146993140-146994427	0	1676	480429	chrX:146991935-146996054	chrX:146991935-146996054	0
chrX	154251045	F8	liver (CHR_E, ENH_E, ENH_F, ENH_S, PR_F, PR_S)	107	66727	chrX:154250725-154251241	chrX:154250725-154251241	0	liver (CHR_E, ENH_E, ENH_F, ENH_S, PR_F, PR_S);hepatocyte (CHR_E, ENH_F, PR_F);blood vessel endothelial cell (ENH_F, PR_F);right lobe of liver (CHR_E, CHR_S, ENH_E, ENH_S, PR_S);endothelial cell of hepatic sinusoid (ENH_F, PR_F)	210	92776	chrX:154250725-154251241	chrX:154250725-154251241	0	1431	561639	chrX:154250567-154251580	chrX:154250567-154251580	0
chrX	154251048	F8	liver (CHR_E, ENH_E, ENH_F, ENH_S, PR_F, PR_S)	107	66727	chrX:154250725-154251241	chrX:154250725-154251241	0	liver (CHR_E, ENH_E, ENH_F, ENH_S, PR_F, PR_S);hepatocyte (CHR_E, ENH_F, PR_F);blood vessel endothelial cell (ENH_F, PR_F);right lobe of liver (CHR_E, CHR_S, ENH_E, ENH_S, PR_S);endothelial cell of hepatic sinusoid (ENH_F, PR_F)	210	92776	chrX:154250725-154251241	chrX:154250725-154251241	0	1431	561639	chrX:154250567-154251580	chrX:154250567-154251580	0
